"Sr.","Stock Name","Symbol","Links","% Chg","Price","Volume"
"536","Max Healthcare Institute Ltd","MAXHEALTH","P&F | F.A","1.29%","912.1","270,791"
"893","Laurus Labs Limited","LAURUSLABS","P&F | F.A","1.29%","469.4","275,291"
"1356","Cybertech Systems And Software Limited","CYBERTECH","P&F | F.A","1.28%","178.71","74,398"
"1705","Udayshivakumar Infra Ltd","USK","P&F | F.A","1.28%","75.75","24,165"
"686","Ambuja Cements Limited","AMBUJACEM","P&F | F.A","1.27%","685.1","928,766"
"1525","Weizmann Limited","WEIZMANIND","P&F | F.A","1.27%","121.68","667"
"1365","Maha Rashtra Apex Corporation Ltd","MAHAPEXLTD","P&F | F.A","1.25%","173.4","13,149"
"1456","Palash Securities","PALASHSECU","P&F | F.A","1.25%","140.92","1,386"
"1516","Donear Industries Limited","DONEAR","P&F | F.A","1.25%","123.5","102,767"
"369","Cholamandalam Financial Holdings Ltd","CHOLAHLDNG","P&F | F.A","1.24%","1484.2","22,980"
"727","Rail Vikas Nigam Ltd","RVNL","P&F | F.A","1.24%","634.55","15,775,122"
"415","Kirloskar Oil Engines Limited","KIRLOSENG","P&F | F.A","1.23%","1338.05","54,921"
"523","Sportking India Ltd","SPORTKING","P&F | F.A","1.23%","945.25","12,446"
"1136","Indian Card Clothing Company Limited","INDIANCARD","P&F | F.A","1.23%","279","2,264"
"1138","Sarda Energy & Minerals Limited","SARDAEN","P&F | F.A","1.23%","277.37","255,249"
"1519","Himachal Futuristic Communications Limited","HFCL","P&F | F.A","1.23%","122.13","10,350,130"
"815","Latent View Analytics Ltd","LATENTVIEW","P&F | F.A","1.22%","542.45","214,232"
"1229","Hindustan Oil Exploration Company Limited","HINDOILEXP","P&F | F.A","1.22%","235","3,227,743"
"1489","Dcb Bank Limited","DCBBANK","P&F | F.A","1.22%","133.33","742,704"
"1713","Mbl Infrastructures Limited","MBLINFRA","P&F | F.A","1.22%","73.79","56,492"
"98","Dr. Reddy's Laboratories Limited","DRREDDY","P&F | F.A","1.21%","6800.7","210,385"
"683","Shyam Metalics & Energy Ltd","SHYAMMETL","P&F | F.A","1.21%","688","145,723"
"72","Bajaj Auto Limited","BAJAJ-AUTO","P&F | F.A","1.2%","9544","111,031"
"1085","Shreyans Industries Limited","SHREYANIND","P&F | F.A","1.2%","312.85","13,523"
"596","Rossari Biotech Ltd","ROSSARI","P&F | F.A","1.19%","812","34,058"
"641","Birlasoft Ltd","BSOFT","P&F | F.A","1.19%","741.1","2,977,019"
"1014","CAPITALSFB","CAPITALSFB","P&F | F.A","1.17%","362.25","19,994"
"1032","Hindustan Petroleum Corporation Limited","HINDPETRO","P&F | F.A","1.17%","346.15","2,991,900"
"1312","Manomay Tex India Ltd","MANOMAY","P&F | F.A","1.17%","197.89","11,221"
"313","G R Infraprojects Ltd","GRINFRA","P&F | F.A","1.16%","1744.75","43,769"
"410","Metro Brands Ltd","METROBRAND","P&F | F.A","1.16%","1345.05","27,803"
"64","Ultratech Cement Limited","ULTRACEMCO","P&F | F.A","1.15%","11735.95","95,170"
"1553","Shree Digvijay Cement Co. Ltd","SHREDIGCEM","P&F | F.A","1.15%","114.21","268,097"
"54","NIFTYHEALTHCARE","NIFTYHEALTHCARE","P&F | F.A","1.14%","13192.7","0"
"1497","Rico Auto Industries Limited","RICOAUTO","P&F | F.A","1.14%","131.82","341,145"
"320","Oberoi Realty Limited","OBEROIRLTY","P&F | F.A","1.12%","1716.7","167,210"
"381","Ttk Healthcare Limited","TTKHLTCARE","P&F | F.A","1.12%","1439.55","842"
"1075","Gujarat State Petronet Limited","GSPL","P&F | F.A","1.12%","321.75","591,692"
"1536","Bharat 22 ETF","ICICIB22","P&F | F.A","1.12%","117.94","911,304"
"638","Silver Touch Technologies Ltd","SILVERTUC","P&F | F.A","1.11%","749","11,374"
"1555","Ester Industries Limited","ESTER","P&F | F.A","1.11%","113.53","49,705"
"1793","Nk Industries Limited","NKIND","P&F | F.A","1.11%","56.63","123"
"94","Atul Limited","ATUL","P&F | F.A","1.1%","7032.4","43,652"
"244","Doms Industries Ltd","DOMS","P&F | F.A","1.1%","2350.35","20,439"
"448","Zydus Lifesciences Ltd","ZYDUSLIFE","P&F | F.A","1.1%","1188.05","306,881"
"1214","The Ruby Mills Limited","RUBYMILLS","P&F | F.A","1.1%","243.24","5,136"
"34","CNXPHARMA","CNXPHARMA","P&F | F.A","1.09%","20837.1","0"
"880","Fortis Healthcare Limited","FORTIS","P&F | F.A","1.09%","485.65","337,752"
"707","Icici Prudential Life Insurance Company Limited","ICICIPRULI","P&F | F.A","1.08%","658.15","254,935"
"951","Vinyl Chemicals (india) Limited","VINYLINDIA","P&F | F.A","1.08%","416.8","23,726"
"1295","Bsl Limited","BSL","P&F | F.A","1.08%","207.17","29,190"
"587","Dlf Limited","DLF","P&F | F.A","1.06%","830.45","591,821"
"1453","HDFCVALUE","HDFCVALUE","P&F | F.A","1.06%","141.44","4,961"
"1494","Indo Amines Ltd","INDOAMIN","P&F | F.A","1.06%","132.95","57,618"
"1588","Mirae Asset NYSE FANG+ ETF","MAFANG","P&F | F.A","1.06%","101.1","133,520"
"655","Premier Explosives Limited","PREMEXPLN","P&F | F.A","1.05%","720","20,163"
"716","Jindal Drilling And Industries Limited","JINDRILL","P&F | F.A","1.05%","650.4","15,500"
"1151","Aaron Industries Ltd","AARON","P&F | F.A","1.05%","269","4,946"
"1241","Tembo Global Industries Ltd","TEMBO","P&F | F.A","1.05%","231.11","32,925"
"1384","Indian Oil Corporation Limited","IOC","P&F | F.A","1.05%","168.8","12,627,365"
"1695","Mro-tek Limited","MRO-TEK","P&F | F.A","1.05%","78.01","5,934"
"1043","Jindal Worldwide Limited","JINDWORLD","P&F | F.A","1.04%","338.6","25,357"
"1106","Mahindra & Mahindra Financial Services Limited","M&MFIN","P&F | F.A","1.04%","301.3","569,897"
"1526","Bal Pharma Limited","BALPHARMA","P&F | F.A","1.04%","121.51","7,202"
"350","Apl Apollo Tubes Limited","APLAPOLLO","P&F | F.A","1.03%","1557","98,097"
"126","Bharat Bijlee Limited","BBL","P&F | F.A","1.02%","5259.95","11,039"
"285","Nilkamal Limited","NILKAMAL","P&F | F.A","1.02%","1923.4","3,075"
"387","Action Construction Equipment Limited","ACE","P&F | F.A","1.02%","1419.5","105,491"
"1181","Bank Of Baroda","BANKBARODA","P&F | F.A","1.02%","253.15","4,275,470"
"337","Varun Beverages Limited","VBL","P&F | F.A","1.01%","1600.45","396,258"
"787","Zota Health Care Ltd","ZOTA","P&F | F.A","1.01%","569.75","14,755"
"1226","EPL Ltd","EPL","P&F | F.A","1.01%","236.12","356,683"
"1370","Kothari Products Limited","KOTHARIPRO","P&F | F.A","1.01%","172.2","9,731"
"1729","Indian Terrain Fashions Limited","INDTERRAIN","P&F | F.A","1%","71.64","45,272"
"189","Pidilite Industries Limited","PIDILITIND","P&F | F.A","0.99%","3178.8","41,505"
"1478","Goldstone Technologies Limited","GOLDTECH","P&F | F.A","0.99%","135.5","35,187"
"1585","CPSE ETF*","CPSEETF","P&F | F.A","0.99%","102.34","1,545,667"
"1650","Uma Exports Ltd","UMAEXPORTS","P&F | F.A","0.99%","87.88","37,184"
"791","Hindustan Foods Ltd","HNDFDS","P&F | F.A","0.98%","565.6","92,576"
"992","Universus Photo Imagings Ltd","UNIVPHOTO","P&F | F.A","0.98%","380.1","379"
"694","Shanthi Gears Limited","SHANTIGEAR","P&F | F.A","0.97%","671.85","26,083"
"899","Itc Limited","ITC","P&F | F.A","0.97%","463.5","5,497,445"
"1048","Sakar Healthcare Ltd","SAKAR","P&F | F.A","0.97%","337.15","12,640"
"1428","Steel Authority Of India Limited","SAIL","P&F | F.A","0.97%","151.88","8,191,152"
"1531","Punjab National Bank","PNB","P&F | F.A","0.97%","118.88","7,248,579"
"1682","Khaitan (india) Limited","KHAITANLTD","P&F | F.A","0.96%","79.99","1,437"
"88","NIFTYCPSE","NIFTYCPSE","P&F | F.A","0.95%","7378.3","0"
"213","IVZINNIFTY","IVZINNIFTY","P&F | F.A","0.95%","2766.45","21"
"356","Cipla Limited","CIPLA","P&F | F.A","0.95%","1526.35","547,732"
"1009","Genus Power Infrastructures Limited","GENUSPOWER","P&F | F.A","0.95%","365","387,664"
"1095","Bharat Petroleum Corporation Limited","BPCL","P&F | F.A","0.95%","307.45","2,908,557"
"1250","Manappuram Finance Limited","MANAPPURAM","P&F | F.A","0.95%","226.35","7,083,109"
"1484","ICICI Prudential Healthcare ETF","HEALTHIETF","P&F | F.A","0.95%","133.98","19,187"
"1507","Jamna Auto Industries Limited","JAMNAAUTO","P&F | F.A","0.95%","127.26","628,784"
"367","PVR Inox Ltd","PVRINOX","P&F | F.A","0.94%","1490.9","161,517"
"1798","Morepen Laboratories Limited","MOREPENLAB","P&F | F.A","0.94%","56.07","1,423,508"
"218","Mahindra & Mahindra Limited","M&M","P&F | F.A","0.93%","2729","649,504"
"1023","Biocon Limited","BIOCON","P&F | F.A","0.93%","354","998,063"
"57","Maruti Suzuki India Limited","MARUTI","P&F | F.A","0.92%","12677.6","236,936"
"96","Info Edge (india) Limited","NAUKRI","P&F | F.A","0.92%","6924.5","65,200"
"829","Saregama India Limited","SAREGAMA","P&F | F.A","0.92%","529.55","66,158"
"1282","Lakshmi Finance & Industrial Corporation Limited","LFIC","P&F | F.A","0.92%","212.79","3,080"
"1381","GTPL Hathway","GTPL","P&F | F.A","0.92%","169.64","68,520"
"1635","Alpa Laboratories Limited","ALPA","P&F | F.A","0.92%","90.65","11,725"
"1732","Pritish Nandy Communications Limited","PNC","P&F | F.A","0.92%","70.39","42,239"
"56","NIFTYOILANDGAS","NIFTYOILANDGAS","P&F | F.A","0.91%","12971.95","0"
"542","Salzer Electronics Limited","SALZERELEC","P&F | F.A","0.91%","904.95","46,391"
"558","State Bank Of India","SBIN","P&F | F.A","0.91%","867.55","3,373,372"
"1004","CSB Bank Ltd","CSBBANK","P&F | F.A","0.91%","367.7","45,639"
"1076","IKIO Lighting Ltd","IKIO","P&F | F.A","0.91%","320.6","191,925"
"1081","Flair Writing Industries Ltd","FLAIR","P&F | F.A","0.91%","317","43,546"
"1307","Mahalaxmi Rubtech Ltd","MHLXMIRU","P&F | F.A","0.9%","200.11","11,658"
"1458","Hi-Tech Pipes Ltd","HITECH","P&F | F.A","0.9%","140.5","435,725"
"1568","Zim Laboratories Ltd","ZIMLAB","P&F | F.A","0.9%","109.94","22,437"
"1634","Steel City Securities Ltd","STEELCITY","P&F | F.A","0.9%","90.76","8,691"
"793","Loyal Textile Mills Ltd","LOYALTEX","P&F | F.A","0.89%","565","343"
"806","Nippon India ETF Shariah BeES","SHARIABEES","P&F | F.A","0.89%","552.97","1,184"
"846","Arvind Fashions Ltd","ARVINDFASN","P&F | F.A","0.89%","514","141,931"
"1414","Nifty50 Value 20","NV20","P&F | F.A","0.89%","156.92","3,432"
"25","NIFTYAUTO","NIFTYAUTO","P&F | F.A","0.88%","25367.45","0"
"211","Deepak Nitrite Limited","DEEPAKNTR","P&F | F.A","0.88%","2799","80,896"
"219","Hester Biosciences Limited","HESTERBIO","P&F | F.A","0.88%","2708.05","4,440"
"1134","Krishana Phoschem Ltd","KRISHANA","P&F | F.A","0.88%","281.75","7,518"
"190","Balkrishna Industries Limited","BALKRISIND","P&F | F.A","0.87%","3150","252,520"
"355","Bata India Limited","BATAINDIA","P&F | F.A","0.87%","1529.25","69,601"
"1821","BCL Industries Ltd","BCLIND","P&F | F.A","0.87%","52.35","297,716"
"58","Dixon Technologies","DIXON","P&F | F.A","0.86%","12516.2","51,344"
"240","Styrenix Performance Materials Ltd","STYRENIX","P&F | F.A","0.86%","2369.85","21,146"
"524","360 ONE WAM Ltd","360ONE","P&F | F.A","0.86%","944.65","36,634"
"819","Aarti Drugs Limited","AARTIDRUGS","P&F | F.A","0.86%","537.2","46,541"
"1197","Navi Nifty 50 ETF","NAVINIFTY","P&F | F.A","0.86%","247.87","122"
"1565","Emmbi Industries Limited","EMMBI","P&F | F.A","0.86%","110.4","39,931"
"1576","The Jammu & Kashmir Bank Limited","J&KBANK","P&F | F.A","0.86%","108.33","721,806"
"1743","Hov Services Limited","HOVS","P&F | F.A","0.86%","67.8","7,825"
"1814","Orient Ceratech Ltd","ORIENTCER","P&F | F.A","0.86%","53","52,059"
"134","Avenue Supermarts","DMART","P&F | F.A","0.85%","4985.5","648,717"
"276","Whirlpool Of India Limited","WHIRLPOOL","P&F | F.A","0.85%","2004","22,800"
"674","Tata Motors Limited","TATAMTRDVR","P&F | F.A","0.85%","699.85","438,409"
"1222","Ncl Industries Limited","NCLIND","P&F | F.A","0.85%","239.96","109,006"
"65","CNXPSE","CNXPSE","P&F | F.A","0.84%","11470.35","0"
"157","Tata Consultancy Services Limited","TCS","P&F | F.A","0.84%","4219.05","2,273,590"
"1217","Mangalore Refinery And Petrochemicals Limited","MRPL","P&F | F.A","0.84%","242.23","4,899,915"
"1411","Nippon India ETF NV20","NV20BEES","P&F | F.A","0.84%","157.29","5,726"
"257","Century Textiles & Industries Limited","CENTURYTEX","P&F | F.A","0.83%","2159.3","70,357"
"927","Indian Hume Pipe Company Limited","INDIANHUME","P&F | F.A","0.83%","435.05","56,188"
"1026","Jio Financial Services Ltd","JIOFIN","P&F | F.A","0.83%","353.25","5,026,005"
"1276","Bombay Dyeing & Mfg Company Limited","BOMDYEING","P&F | F.A","0.83%","217.36","792,414"
"1785","SEL Manufacturing Company Ltd","SELMC","P&F | F.A","0.83%","59.34","2,458"
"142","Kei Industries Limited","KEI","P&F | F.A","0.82%","4632.1","45,228"
"1661","Nippon India ETF Dividend Opportunities","DIVOPPBEES","P&F | F.A","0.82%","84.36","18,923"
"301","Olectra Greentech Ltd","OLECTRA","P&F | F.A","0.81%","1816.9","235,605"
"330","Ifb Industries Limited","IFBIND","P&F | F.A","0.81%","1650","15,733"
"940","Poddar Pigments Limited","PODDARMENT","P&F | F.A","0.81%","425.05","3,344"
"82","Force Motors Ltd","FORCEMOT","P&F | F.A","0.8%","8416.85","2,554"
"488","Tata Motors Limited","TATAMOTORS","P&F | F.A","0.8%","1024.9","2,397,440"
"648","CG Power and Industrial Solutions Ltd","CGPOWER","P&F | F.A","0.8%","732.45","463,516"
"1392","GPT Healthcare Ltd","GPTHEALTH","P&F | F.A","0.8%","166.67","26,367"
"324","Concord Biotech Ltd","CONCORDBIO","P&F | F.A","0.79%","1703.2","12,347"
"726","Dabur India Limited","DABUR","P&F | F.A","0.79%","635","427,890"
"741","Hindustan Composites Limited","HINDCOMPOS","P&F | F.A","0.79%","617.9","6,565"
"1403","City Union Bank Limited","CUB","P&F | F.A","0.79%","161.25","330,203"
"101","NIFTYDIVOPPS50","NIFTYDIVOPPS50","P&F | F.A","0.78%","6608.85","0"
"335","Coromandel International Limited","COROMANDEL","P&F | F.A","0.78%","1614.5","38,472"
"220","Acc Limited","ACC","P&F | F.A","0.77%","2706.8","54,966"
"338","Finolex Cables Limited","FINCABLES","P&F | F.A","0.77%","1595.9","45,421"
"616","Somany Ceramics Limited","SOMANYCERA","P&F | F.A","0.77%","782.35","33,129"
"620","JNK India Ltd","JNKINDIA","P&F | F.A","0.77%","777.95","18,776"
"702","Varroc Engineering Ltd","VARROC","P&F | F.A","0.77%","662","506,698"
"1170","Nippon India Nifty Auto ETF","AUTOBEES","P&F | F.A","0.77%","258.64","54,872"
"1310","Motherson Sumi Systems Limited","MOTHERSON","P&F | F.A","0.77%","198.34","2,896,540"
"397","Cholamandalam Investment And Finance Company Limited","CHOLAFIN","P&F | F.A","0.76%","1391.2","229,782"
"706","Asahi India Glass Limited","ASAHIINDIA","P&F | F.A","0.76%","658.2","20,886"
"1070","Gopal Snacks Ltd","GOPAL","P&F | F.A","0.76%","324","38,836"
"119","Hero Motocorp Limited","HEROMOTOCO","P&F | F.A","0.75%","5588.75","46,367"
"1038","Sastasundar Ventures Limited","SASTASUNDR","P&F | F.A","0.75%","343.05","29,523"
"1614","Dcm  Limited","DCM","P&F | F.A","0.75%","93.65","28,326"
"282","Accelya Kale Solutions Limited","ACCELYA","P&F | F.A","0.74%","1938.2","34,536"
"467","Intellect Design Arena Limited","INTELLECT","P&F | F.A","0.74%","1090.65","36,503"
"719","Thyrocare Technologies Limited","THYROCARE","P&F | F.A","0.74%","642.55","14,110"
"856","Kalyan Jewellers India Ltd","KALYANKJIL","P&F | F.A","0.74%","509","352,142"
"965","Indo Count Industries Limited","ICIL","P&F | F.A","0.74%","401.25","78,339"
"90","NIFTYPSUBANK","NIFTYPSUBANK","P&F | F.A","0.73%","7255.7","0"
"147","Nalwa Sons Investments Limited","NSIL","P&F | F.A","0.73%","4485.25","2,245"
"267","NIFTYMEDIA","NIFTYMEDIA","P&F | F.A","0.73%","2089.35","0"
"841","Dollar Industries","DOLLAR","P&F | F.A","0.73%","523","29,657"
"1327","Reliance Infrastructure Limited","RELINFRA","P&F | F.A","0.73%","192","1,240,624"
"1249","Themis Medicare Limited","THEMISMED","P&F | F.A","0.72%","226.38","17,188"
"1387","Motilal Oswal NASDAQ 100 ETF","MON100","P&F | F.A","0.72%","167.88","116,947"
"1717","HDFC Nifty PSU Bank ETF","HDFCPSUBK","P&F | F.A","0.72%","73.14","6,477"
"477","Life Insurance Corporation of India","LICI","P&F | F.A","0.71%","1059.05","1,091,496"
"860","Precot Meridian Limited","PRECOT","P&F | F.A","0.71%","504.75","2,078"
"1279","Aptech Limited","APTECHT","P&F | F.A","0.71%","215.75","58,242"
"1285","Bedmutha Industries Limited","BEDMUTHA","P&F | F.A","0.71%","211.85","9,711"
"1780","Kothari Sugars And Chemicals Limited","KOTARISUG","P&F | F.A","0.71%","59.86","127,547"
"302","Lupin Limited","LUPIN","P&F | F.A","0.7%","1810.25","207,983"
"1530","Niit Limited","NIITLTD","P&F | F.A","0.7%","119.3","364,518"
"1610","Delta Magnets Limited","DELTAMAGNT","P&F | F.A","0.7%","94.12","795"
"468","Sanghvi Movers Limited","SANGHVIMOV","P&F | F.A","0.69%","1090","41,358"
"676","Hindalco Industries Limited","HINDALCO","P&F | F.A","0.69%","696.8","753,834"
"1611","TRACXN","TRACXN","P&F | F.A","0.69%","93.75","154,967"
"412","Jupiter Life Line Hospitals Ltd","JLHL","P&F | F.A","0.68%","1342.35","82,997"
"476","UTI Asset Management Company Ltd","UTIAMC","P&F | F.A","0.68%","1064","148,485"
"872","AVG Logistics Ltd","AVG","P&F | F.A","0.68%","492.9","29,841"
"1300","Industrial Investment Trust Limited","IITL","P&F | F.A","0.68%","203.44","9,151"
"78","NIFTYSMALLCAP50","NIFTYSMALLCAP50","P&F | F.A","0.67%","8833.45","0"
"303","AAVAS Financiers Ltd","AAVAS","P&F | F.A","0.67%","1790","37,600"
"656","India Shelter Finance Corporation Ltd","INDIASHLTR","P&F | F.A","0.67%","719.8","91,664"
"917","Balrampur Chini Mills Limited","BALRAMCHIN","P&F | F.A","0.67%","443.3","425,353"
"115","Britannia Industries Limited","BRITANNIA","P&F | F.A","0.66%","5825.05","54,153"
"633","Mirae Asset Nifty Next 50 ETF","NEXT50","P&F | F.A","0.66%","752.09","678"
"746","Sheetal Cool Products Ltd","SCPL","P&F | F.A","0.66%","614.45","33,865"
"1398","Devyani International Ltd","DEVYANI","P&F | F.A","0.66%","164.1","302,274"
"1631","Nupur Recyclers Ltd","NRL","P&F | F.A","0.66%","91.05","77,072"
"1672","Axis S&P BSE Sensex ETF","AXSENSEX","P&F | F.A","0.66%","81.95","1,104"
"1687","GFL Ltd","GFLLIMITED","P&F | F.A","0.66%","78.89","13,263"
"1629","Shiva Mills Ltd","SHIVAMILLS","P&F | F.A","0.65%","91.34","1,505"
"1638","Tata Nifty India Digital ETF","TNIDETF","P&F | F.A","0.65%","90.25","31,032"
"399","Sansera Engineering Ltd","SANSERA","P&F | F.A","0.64%","1384","27,868"
"669","Shankara Building Products","SHANKARA","P&F | F.A","0.64%","704.05","15,226"
"670","Banco Products (i) Limited","BANCOINDIA","P&F | F.A","0.64%","704","50,644"
"1013","Healthcare Global Enterprises Limited","HCG","P&F | F.A","0.64%","362.45","46,795"
"1093","Muthoot Capital Services Limited","MUTHOOTCAP","P&F | F.A","0.64%","308","4,833"
"1122","Texmaco Rail & Engineering Limited","TEXRAIL","P&F | F.A","0.64%","289.5","3,983,020"
"1225","Sun Pharma Advanced Research Company Limited","SPARC","P&F | F.A","0.64%","237.4","125,648"
"1349","FSN E-Commerce Ventures Ltd","NYKAA","P&F | F.A","0.64%","181.44","990,717"
"1548","Kotak Nifty India Consumption ETF","CONS","P&F | F.A","0.64%","115.69","341"
"1645","UTI S&P BSE Sensex Next 50 ETF","UTISXN50","P&F | F.A","0.64%","89.31","1,894"
"1825","Damodar Industries Limited","DAMODARIND","P&F | F.A","0.64%","51.93","12,940"
"63","NIFTYGROWSECT15","NIFTYGROWSECT15","P&F | F.A","0.63%","11784.65","0"
"91","Bajaj Finance Limited","BAJFINANCE","P&F | F.A","0.63%","7048.75","150,201"
"318","Blue Star Limited","BLUESTARCO","P&F | F.A","0.63%","1719.45","62,050"
"433","Ipca Laboratories Limited","IPCALAB","P&F | F.A","0.63%","1231.3","57,686"
"439","Gulf Oil Lubricants India Limited","GULFOILLUB","P&F | F.A","0.63%","1220.7","55,907"
"855","Uniparts India Ltd","UNIPARTS","P&F | F.A","0.63%","509.6","13,376"
"344","Sun Pharmaceuticals Industries Limited","SUNPHARMA","P&F | F.A","0.62%","1587","173,796"
"950","SBI ETF IT","SBIETFIT","P&F | F.A","0.62%","418.5","9,878"
"1480","Lovable Lingerie Limited","LOVABLE","P&F | F.A","0.62%","134.99","15,536"
"1706","Motilal Oswal Nasdaq Q 50 ETF","MONQ50","P&F | F.A","0.62%","75.74","4,497"
"509","Dcm Shriram Limited","DCMSHRIRAM","P&F | F.A","0.61%","998.95","10,518"
"1062","Bharat Heavy Electricals Limited","BHEL","P&F | F.A","0.61%","327.9","4,467,296"
"659","Adani Power Limited","ADANIPOWER","P&F | F.A","0.6%","714.2","809,619"
"1325","Bandhan Bank Ltd","BANDHANBNK","P&F | F.A","0.6%","193.75","2,365,948"
"1337","Precision Camshafts Limited","PRECAM","P&F | F.A","0.6%","187.47","41,209"
"51","NIFTY50VALUE20","NIFTY50VALUE20","P&F | F.A","0.59%","13744.55","0"
"205","Akzo Nobel India Limited","AKZOINDIA","P&F | F.A","0.59%","2902.05","3,008"
"906","Hindware Home Innovation Ltd","HINDWAREAP","P&F | F.A","0.59%","455.1","88,385"
"1201","Bajaj Finserv Nifty 50 ETF","NIFTYBETF","P&F | F.A","0.59%","247.36","2,662"
"1212","United Drilling Tools Ltd","UNIDT","P&F | F.A","0.59%","244","7,979"
"1714","Motilal Oswal Nifty 200 Momentum 30 ETF","MOMOMENTUM","P&F | F.A","0.59%","73.74","47,002"
"4","NIFTYALPHA50","NIFTYALPHA50","P&F | F.A","0.58%","59629.05","0"
"79","NIFTYINDDIGITAL","NIFTYINDDIGITAL","P&F | F.A","0.58%","8820.1","0"
"698","Nippon Life India Asset Management Ltd","NAM-INDIA","P&F | F.A","0.58%","667","82,125"
"857","Borosil Renewables Ltd","BORORENEW","P&F | F.A","0.58%","508.2","93,719"
"1186","Motilal Oswal M50 ETF","MOM50","P&F | F.A","0.58%","251.52","1,506"
"1556","Canara Bank","CANBK","P&F | F.A","0.58%","113.37","7,979,766"
"1573","Motilal Oswal S&P BSE Enhanced Value ETF Fund","MOVALUE","P&F | F.A","0.58%","108.75","35,156"
"1721","DSP Nifty PSU Bank ETF","PSUBANKADD","P&F | F.A","0.58%","72.79","3,473"
"143","Amber Enterprises India Ltd","AMBER","P&F | F.A","0.57%","4581.6","43,237"
"279","Sobha Limited","SOBHA","P&F | F.A","0.57%","1962.95","22,844"
"851","PDS Ltd","PDSL","P&F | F.A","0.57%","511.85","29,289"
"1294","Bombay Super Hybrid Seeds Ltd","BSHSL","P&F | F.A","0.57%","207.83","6,625"
"1740","Peninsula Land Limited","PENINLAND","P&F | F.A","0.57%","68.6","314,575"
"136","Pfizer Limited","PFIZER","P&F | F.A","0.56%","4883.7","4,818"
"261","Jbm Auto Limited","JBMA","P&F | F.A","0.56%","2134.95","54,181"
"288","Havells India Limited","HAVELLS","P&F | F.A","0.56%","1919.15","153,472"
"295","Tata Communications Limited","TATACOMM","P&F | F.A","0.56%","1870","40,565"
"533","Strides Shasun Limited","STAR","P&F | F.A","0.56%","921","47,110"
"902","Likhitha Infrastructure Ltd","LIKHITHA","P&F | F.A","0.56%","459.2","104,568"
"1702","Imagicaaworld Entertainment Ltd","IMAGICAA","P&F | F.A","0.56%","76.03","219,260"
"1371","Sai Silks (Kalamandir) Ltd","KALAMANDIR","P&F | F.A","0.55%","172.17","50,656"
"1542","Bhagyanagar India","BHAGYANGR","P&F | F.A","0.55%","116.5","52,080"
"262","Heg Limited","HEG","P&F | F.A","0.54%","2119.5","24,414"
"1320","Jocil Limited","JOCIL","P&F | F.A","0.54%","195.94","1,236"
"1616","Ausom Enterprise Limited","AUSOMENT","P&F | F.A","0.54%","93.5","276"
"2","CNXNIFTYJUNIOR","CNXNIFTYJUNIOR","P&F | F.A","0.53%","74120.6","0"
"474","Home First Finance Company India Ltd","HOMEFIRST","P&F | F.A","0.53%","1065.9","26,918"
"1005","Arihant Superstructures Ltd","ARIHANTSUP","P&F | F.A","0.53%","367.1","20,097"
"1235","Harrisons  Malayalam Limited","HARRMALAYA","P&F | F.A","0.53%","233.09","49,378"
"1281","Kesoram Industries Limited","KESORAMIND","P&F | F.A","0.53%","212.89","154,762"
"1378","Hindprakash Industries Ltd","HPIL","P&F | F.A","0.53%","170.03","739"
"1522","The Andhra Sugars Limited","ANDHRSUGAR","P&F | F.A","0.53%","121.77","229,460"
"1543","Axis Consumption ETF","AXISCETF","P&F | F.A","0.53%","116.46","703"
"1750","Biofil Chemicals & Pharmaceuticals Ltd","BIOFILCHEM","P&F | F.A","0.53%","65.93","9,099"
"554","UTI Sensex ETF","UTISENSETF","P&F | F.A","0.52%","874.91","255"
"1688","UTI Nifty Next 50 ETF","UTINEXT50","P&F | F.A","0.52%","78.65","53,389"
"69","Tasty Bite Eatables Ltd","TASTYBITE","P&F | F.A","0.51%","10238.35","595"
"195","Torrent Pharmaceuticals Limited","TORNTPHARM","P&F | F.A","0.51%","2963.5","44,809"
"972","Indus Towers Ltd (Bharti Infratel)","INDUSTOWER","P&F | F.A","0.51%","394","1,641,088"
"1317","Man Infraconstruction Limited","MANINFRA","P&F | F.A","0.51%","196.6","123,764"
"8","CNXENERGY","CNXENERGY","P&F | F.A","0.5%","43061.35","0"
"636","Lloyds Metals & Energy Ltd","LLOYDSME","P&F | F.A","0.5%","751.15","167,589"
"892","NINtec Systems Ltd","NINSYS","P&F | F.A","0.5%","472.2","685"
"1079","DSP Nifty 50 Equal Weight ETF","EQUAL50ADD","P&F | F.A","0.5%","319","757"
"1678","Nippon India ETF PSU Bank Bees","PSUBNKBEES","P&F | F.A","0.5%","80.89","597,630"
"1719","Maral Overseas Limited","MARALOVER","P&F | F.A","0.5%","72.99","2,688"
"460","Symphony Limited","SYMPHONY","P&F | F.A","0.49%","1124","11,061"
"483","Sheela Foam Limited","SFL","P&F | F.A","0.49%","1041.2","17,893"
"1528","HDFCGROWTH","HDFCGROWTH","P&F | F.A","0.49%","119.96","2,687"
"1533","Capital Trust Ltd.","CAPTRUST","P&F | F.A","0.49%","118.25","6,883"
"13","NIFTY200MOMENTM30","NIFTY200MOMENTM30","P&F | F.A","0.48%","36445.35","0"
"15","NIFTY100EQLWGT","NIFTY100EQLWGT","P&F | F.A","0.48%","33645.55","0"
"18","CNXMNC","CNXMNC","P&F | F.A","0.48%","31016.65","0"
